page,ligne,indirect,jour,mois,mois_num,année,Date,mois_année,Rang cette semaine-là,Émission,Diffuseur,Début,Fin,Cote,Plus de 1M,"Plus de 1,5M",Plus de 2M,"Plus de 2,5M"
38,1,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,1,Roue de fortune chez vous!,TVA,18:57,19:00,970,,,,
38,2,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,2,"Poule aux oeufs d'or, La",TVA,19:00,19:30,934,,,,
38,3,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,3,"Gags, Les",TVA,19:00,19:30,929,,,,
38,4,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,4,Le 17 heures,TVA,17:00,18:00,902,,,,
38,5,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,5,Qui perd gagne,TVA,19:00,20:00,895,,,,
38,6,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,6,"TVA 18 heures, Le",TVA,18:00,18:30,885,,,,
38,7,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,6,Km/h en rappel,TVA,20:30,21:00,831,,,,
38,8,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,8,Histoires de filles en rappel,TVA,19:30,20:00,811,,,,
38,9,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,9,Sucré Salé,TVA,18:30,18:57,794,,,,
38,10,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,10,Sucré Salé - Le meilleur de l'été 2009,TVA,19:30,20:30,790,,,,
38,11,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,11,"Sketch Show en rappel, Le",TVA,19:30,20:00,729,,,,
38,12,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,12,"Petit monde de Laura Cadieux, Le",TVA,20:00,20:30,726,,,,
38,13,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,13,Cinémax,TVA,20:15,22:00,668,,,,
38,14,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,14,Ciné Dimanche,TVA,20:30,22:30,645,,,,
38,15,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,15,Beautés désespérées,SRC,20:00,21:00,636,,,,
38,16,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,16,Drôles de vidéos,TVA,19:00,19:30,623,,,,
38,17,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,17,Fort Boyard,TVA,20:00,21:00,615,,,,
38,18,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,18,Monk,TVA,21:00,22:00,613,,,,
38,19,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,19,Bons baisers de,SRC,21:00,22:00,603,,,,
38,20,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,20,"Anges de la rénovation, Les",TVA,20:00,21:00,598,,,,
38,21,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,21,Épicerie,SRC,19:30,20:00,592,,,,
38,22,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,22,"TVA 18 heures, Le",TVA,18:00,18:30,563,,,,
38,23,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,23,Petite vie,SRC,19:30,20:00,552,,,,
38,24,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,24,"Meilleur de House, Le",TVA,20:00,21:00,549,,,,
38,25,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,25,Ciné-Extra,TVA,18:30,20:15,517,,,,
38,26,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,26,Fest. Grand rire 08,SRC,20:00,21:00,512,,,,
38,27,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,27,Wipe out Québec,TQS,18:30,19:00,492,,,,
38,28,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,28,Caméra témoin,TVA,19:00,19:30,491,,,,
38,29,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,29,Bête et surdouée,TVA,18:30,19:00,488,,,,
38,30,"Du 31 août au 6 septembre 2009 / August 31 to September 6, 2009",31,août ,8,2009,2009-08-31,2009-08,30,Vlog,TVA,19:30,20:00,485,,,,
42,1,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,1,"Dieu merci, c'est la rentrée 2009",TVA,19:30,21:30,1811,Plus de 1M,"Plus de 1,5M",,
42,2,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,2,SP: Bloopers TVA,TVA,19:00,19:30,1398,Plus de 1M,,,
42,3,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,3,Dieu merci!,TVA,20:00,21:00,993,,,,
42,4,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,4,"Promesse, La",TVA,21:00,22:00,974,,,,
42,5,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,5,Roue de fortune chez vous!,TVA,18:57,19:00,973,,,,
42,6,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,6,Juste pour rire Hors série Oreilles sensibles s'abstenir,TVA,21:30,22:00,953,,,,
42,7,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,6,SP: Bloopers TVA,TVA,19:30,20:00,944,,,,
42,8,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,8,Juste pour rire - l'événement JMP,TVA,19:00,20:00,934,,,,
42,9,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,9,"Poule aux oeufs d'or, La",TVA,19:00,19:30,908,,,,
42,10,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,10,Providence,SRC,20:00,21:00,866,,,,
42,11,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,11,Taxi 0-22,TVA,20:30,21:00,866,,,,
42,12,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,12,Paquet voleur,SRC,20:00,21:00,850,,,,
42,13,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,13,Caméra café,TVA,20:00,20:30,837,,,,
42,14,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,14,TVA Nouvelles,TVA,18:00,18:30,832,,,,
42,15,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,15,Sucré Salé,TVA,18:30,18:57,794,,,,
42,16,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,16,Qui perd gagne,TVA,19:00,20:00,777,,,,
42,17,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,17,Mario Jean à son meilleur,TVA,21:00,22:00,769,,,,
42,18,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,18,Cinémax (Le transporteur 2),TVA,20:15,21:45,769,,,,
42,19,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,19,TVA Nouvelles,TVA,17:00,18:00,764,,,,
42,20,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,20,Moment de vérité,SRC,20:00,21:00,738,,,,
42,21,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,21,Destinées,TVA,20:00,21:00,731,,,,
42,22,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,22,Aveux,SRC,21:00,22:00,695,,,,
42,23,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,23,"Fièvre de la danse, La",TVA,19:00,20:00,692,,,,
42,24,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,24,Facture,SRC,19:30,20:00,666,,,,
42,25,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,25,J.E.,TVA,19:00,20:00,643,,,,
42,26,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,26,Primeur TVA (La Rupture),TVA,20:00,22:00,629,,,,
42,27,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,27,"Effet Kurtz, L'",TVA,21:00,22:00,621,,,,
42,28,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,28,"Gags, Les",TVA,18:30,19:00,588,,,,
42,29,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,29,"Galère, La",SRC,21:00,22:00,577,,,,
42,30,"Du 7 au 13 septembre 2009 / September 7 to 13, 2009",7,septembre ,9,2009,2009-09-07,2009-09,30,TVA Nouvelles,TVA,22:00,22:45,561,,,,
47,1,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,1,Gala Prix Gémeaux,SRC,19:30,22:10,1154,Plus de 1M,,,
47,2,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,2,SP: Bloopers TVA,TVA,19:00,19:30,1115,Plus de 1M,,,
47,3,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,3,"Classe de 5e, La",TVA,19:00,20:00,1068,Plus de 1M,,,
47,4,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,4,Auberge chien noir,SRC,20:00,21:00,1024,Plus de 1M,,,
47,5,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,5,"Parent, Les",SRC,19:30,20:00,1007,Plus de 1M,,,
47,6,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,6,Poule aux oeufs d'or - Gala country 2,TVA,19:30,21:00,1004,Plus de 1M,,,
47,7,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,6,"Poule aux oeufs d'or, La",TVA,19:00,19:30,978,,,,
47,8,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,8,Destinées,TVA,20:00,21:00,962,,,,
47,9,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,9,Providence,SRC,20:00,21:00,945,,,,
47,10,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,10,Dieu merci!,TVA,20:00,21:00,934,,,,
47,11,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,11,TVA Nouvelles,TVA,18:00,18:30,934,,,,
47,12,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,12,"Cercle, Le",TVA,18:30,19:00,908,,,,
47,13,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,13,"Galère, La",SRC,21:00,22:00,887,,,,
47,14,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,14,SP: Bloopers TVA,TVA,19:30,20:00,880,,,,
47,15,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,15,"Promesse, La",TVA,21:00,22:00,875,,,,
47,16,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,16,Présentation spéciale,TVA,20:15,22:45,873,,,,
47,17,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,17,Caméra café,TVA,20:00,20:30,857,,,,
47,18,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,18,Juste le meilleur de Jean-Michel Anct,TVA,21:00,22:00,851,,,,
47,19,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,19,Taxi 0-22,TVA,20:30,21:00,834,,,,
47,20,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,20,Qui perd gagne,TVA,19:00,20:00,832,,,,
47,21,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,21,Du talent à revendre,TVA,20:00,21:00,827,,,,
47,22,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,22,TVA Nouvelles,TVA,17:00,18:00,827,,,,
47,23,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,23,Dr House,TVA,21:00,22:00,793,,,,
47,24,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,24,"Gags, Les",TVA,18:30,19:00,767,,,,
47,25,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,25,Facture,SRC,19:30,20:00,767,,,,
47,26,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,26,J.E.,TVA,19:00,20:00,731,,,,
47,27,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,27,Rousseau,TVA,20:00,21:00,697,,,,
47,28,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,28,Laurent Paquin : Tout est relatif,TVA,21:00,22:00,683,,,,
47,29,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,29,"Fièvre de la danse, La",TVA,19:00,20:00,671,,,,
47,30,"Du 14 au 20 septembre / september 14 to 20, 2009",14,septembre ,9,2009,2009-09-14,2009-09,30,Aveux,SRC,21:00,22:00,657,,,,
1,1,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,1,Le Banquier affronte les Canadiens,TVA,18:59,20:32,2437,Plus de 1M,"Plus de 1,5M",Plus de 2M,
1,2,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,2,Occupation double en République Dominicaine,TVA,20:32,22:19,1662,Plus de 1M,"Plus de 1,5M",,
1,3,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,3,Lance et compte : Le grand duel,TVA,21:00,22:00,1232,Plus de 1M,,,
1,4,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,4,Tout le monde en parle,SRC,20:00,22:35,1203,Plus de 1M,,,
1,5,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,5,Qui perd gagne,TVA,19:00,20:00,1168,Plus de 1M,,,
1,6,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,6,"Classe de 5e, La",TVA,19:00,20:00,1141,Plus de 1M,,,
1,7,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,6,Auberge chien noir,SRC,20:00,21:00,1102,Plus de 1M,,,
1,8,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,8,"Gags, Les",TVA,18:30,18:59,1077,Plus de 1M,,,
1,9,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,9,SP: Bloopers TVA,TVA,19:30,20:00,1073,Plus de 1M,,,
1,10,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,10,Providence,SRC,20:00,21:00,1028,Plus de 1M,,,
1,11,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,11,"Poule aux oeufs d'or, La",TVA,19:00,19:30,1027,Plus de 1M,,,
1,12,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,12,Destinées,TVA,20:00,21:00,1015,Plus de 1M,,,
1,13,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,13,"Promesse, La",TVA,21:00,22:00,1013,Plus de 1M,,,
1,14,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,14,Caméra café,TVA,20:00,20:30,958,,,,
1,15,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,15,TVA Nouvelles,TVA,18:00,18:30,955,,,,
1,16,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,16,Dieu merci!,TVA,20:00,21:00,954,,,,
1,17,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,17,"Parent, Les",SRC,19:30,20:00,924,,,,
1,18,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,18,Taxi 0-22,TVA,20:30,21:00,913,,,,
1,19,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,19,Du talent à revendre,TVA,20:00,21:00,820,,,,
1,20,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,20,TVA Nouvelles,TVA,17:00,18: 00,818,,,,
1,21,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,21,"Cercle, Le",TVA,18:30,19:00,754,,,,
1,22,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,22,Juste le meilleur de Jean-Marc Parent,TVA,21:00,22:00,745,,,,
1,23,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,23,TVA Nouvelles,TVA,18:00,18:30,745,,,,
1,24,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,24,Aveux,SRC,21:00,22:00,734,,,,
1,25,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,25,Épicerie,SRC,19:30,20:00,723,,,,
1,26,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,26,"Galère, La",SRC,21:00,22:00,720,,,,
1,27,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,27,Moment de vérité,SRC,20:00,21:00,697,,,,
1,28,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,28,Facture,SRC,19:30,20:00,689,,,,
1,29,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,29,Rousseau,TVA,20:00,21:00,682,,,,
1,30,"Du 21 au 27 septembre / September 21 to 27, 2009",21,septembre ,9,2009,2009-09-21,2009-09,30,Dr House,TVA,21:00,22:00,675,,,,
5,1,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,1,"Banquier, Le",TVA,19:00,20:14,2201,Plus de 1M,"Plus de 1,5M",Plus de 2M,
5,2,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,2,Occupation double en République Dominicaine,TVA,20:14,21:45,1678,Plus de 1M,"Plus de 1,5M",,
5,3,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,3,Tout le monde en parle,SRC,20:00,22:25,1479,Plus de 1M,,,
5,4,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,4,Dieu merci!,TVA,20:00,21:30,1477,Plus de 1M,,,
5,5,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,5,Occupation double,TVA,19:30,20:00,1414,Plus de 1M,,,
5,6,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,6,Lance et compte : Le grand duel,TVA,21:00,22:00,1373,Plus de 1M,,,
5,7,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,6,"Classe de 5e, La",TVA,19:00,20:00,1197,Plus de 1M,,,
5,8,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,8,Occupation double,TVA,19:30,20:00,1146,Plus de 1M,,,
5,9,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,9,"Poule aux oeufs d'or, La",TVA,19:00,19:30,1137,Plus de 1M,,,
5,10,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,10,Destinées,TVA,20:00,21:00,1098,Plus de 1M,,,
5,11,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,11,Auberge chien noir,SRC,20:00,21:00,1080,Plus de 1M,,,
5,12,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,12,Providence,SRC,20:00,21:00,1079,Plus de 1M,,,
5,13,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,13,"Parent, Les",SRC,19:30,20:00,1073,Plus de 1M,,,
5,14,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,14,"Gags, Les",TVA,18:30,19:00,1039,Plus de 1M,,,
5,15,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,15,Du talent à revendre,TVA,20:00,21:00,946,,,,
5,16,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,16,Yamaska,TVA,20:00,21:00,915,,,,
5,17,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,17,TVA Nouvelles,TVA,18:00,18:30,896,,,,
5,18,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,18,Juste pour rire,TVA,21:00,22:00,888,,,,
5,19,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,19,Hockey Canadiens WK,RDS+,19:00,22:09,861,,,,
5,20,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,20,"Galère, La",SRC,21:00,22:00,849,,,,
5,21,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,21,"Promesse, La",TVA,21:00,22:00,840,,,,
5,22,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,22,"Cercle, Le",TVA,18:30,19:00,800,,,,
5,23,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,23,Caméra café,TVA,20:00,20:30,799,,,,
5,24,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,24,"Gags, Les",TVA,19:00,19:30,794,,,,
5,25,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,25,TVA Nouvelles,TVA,17:00,18:00,789,,,,
5,26,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,26,Hockey Canadiens Sam,RDS+,19:00,21:45,755,,,,
5,27,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,27,"Fièvre de la danse, La",TVA,19:00,20:00,738,,,,
5,28,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,28,TVA Nouvelles,TVA,18:00,18:30,720,,,,
5,29,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,29,"Ciné-Extra (LES TIENS, LES MIENS ET LES",TVA,18:30,20:06,719,,,,
5,30,"Du 28 septembre au 4 octobre 2009 / September 28 to October 4, 2009",28,septembre ,9,2009,2009-09-28,2009-09,30,Juste pour rire Hors série Oreilles sensibles,TVA,21:30,22:00,713,,,,
9,1,"Du 5 au 11 octobre 2009 / October 5 to 11, 2009",5,octobre ,10,2009,2009-10-05,2009-10,1,"Banquier, Le",TVA,19:30,20:37,1990,Plus de 1M,"Plus de 1,5M",,
9,2,"Du 5 au 11 octobre 2009 / October 5 to 11, 2009",5,octobre ,10,2009,2009-10-05,2009-10,2,Occupation double,TVA,19:30,20:00,1619,Plus de 1M,"Plus de 1,5M",,
9,3,"Du 5 au 11 octobre 2009 / October 5 to 11, 2009",5,octobre ,10,2009,2009-10-05,2009-10,3,Occupation double en République Dominicaine,TVA,20:37,22:07,1618,Plus de 1M,"Plus de 1,5M",,
9,4,"Du 5 au 11 octobre 2009 / October 5 to 11, 2009",5,octobre ,10,2009,2009-10-05,2009-10,4,Occupation double,TVA,19:30,20:00,1595,Plus de 1M,"Plus de 1,5M",,
